,tri_Grams,Freq
6358,برہم ہوئی ہے,1
6356,کی یہ برہم,1
6320,نظر بہ نقص,1
6337,ہوا وصال سے,1
6335,نسبی ہے ہوا,1
6334,چمن نسبی ہے,1
6333,دعویِ چمن نسبی,1
6332,بھی دعویِ چمن,1
6331,کو بھی دعویِ,1
6330,خشک کو بھی,1
6329,خارِ خشک کو,1
6328,کہ خارِ خشک,1
6327,ہے کہ خارِ,1
6326,ادبی ہے کہ,1
6325,بے ادبی ہے,1
6324,کمالِ بے ادبی,1
6323,گدایاں کمالِ بے,1
6322,نقص گدایاں کمالِ,1
6321,بہ نقص گدایاں,1
6336,ہے ہوا وصال,1
6338,وصال سے شوقِ,1
6355,کس کی یہ,1
6339,سے شوقِ دلِ,1
6354,میں کس کی,1
6353,چمن میں کس,1
6352,ہے چمن میں,1
6351,لبی ہے چمن,1
6350,تشنہ لبی ہے,1
6349,جوشِ تشنہ لبی,1
6348,بادہ جوشِ تشنہ,1
6347,کفِ بادہ جوشِ,1
6346,پہ کفِ بادہ,1
6345,قدح پہ کفِ,1
6344,لبِ قدح پہ,1
6343,زیادہ لبِ قدح,1
6342,خریص زیادہ لبِ,1
6341,دلِ خریص زیادہ,1
6340,شوقِ دلِ خریص,1
6243,بزم میں کچھ,1
6242,آج بزم میں,1
6241,کہ آج بزم,1
6146,خلد امیدوار گہہ,1
6144,گاہ بہ خلد,1
6143,سمجھ گاہ بہ,1
6142,بلا سمجھ گاہ,1
6141,سمجھ بلا سمجھ,1
6140,نہ سمجھ بلا,1
6139,دل نہ سمجھ,1
6138,خراب دل نہ,1
6137,آگہی خراب دل,1
6136,خانۂ آگہی خراب,1
6135,سمجھ خانۂ آگہی,1
6134,کا سمجھ خانۂ,1
6133,امید کا سمجھ,1
6132,و امید کا,1
6131,بیم و امید,1
6130,ثمر بیم و,1
6145,بہ خلد امیدوار,1
6147,امیدوار گہہ بہ,1
6128,شکر کو ثمر,1
6148,گہہ بہ جحیم,1
6163,عجز مَاو تُو,1
6162,خطِ عجز مَاو,1
6161,ہے خطِ عجز,1
6160,سمجھ ہے خطِ,1
6159,ماسوا سمجھ ہے,1
6158,کلفتِ ماسوا سمجھ,1
6157,ہے کلفتِ ماسوا,1
6156,یاد ہے کلفتِ,1
6155,کی یاد ہے,1
6154,خدا کی یاد,1
6153,گرچہ خدا کی,1
6152,ناک گرچہ خدا,1
6151,بیم ناک گرچہ,1
6150,جحیم بیم ناک,1
6149,بہ جحیم بیم,1
6129,کو ثمر بیم,1
6127,و شکر کو,1
6240,ہیں کہ آج,1
6108,گفتگو نہ ہو,1
6106,شانہ کشِ گفتگو,1
6105,بیانِ شانہ کشِ,1
6104,یارب بیانِ شانہ,1
6103,قرار یارب بیانِ,1
6102,بے قرار یارب,1
6101,اظہارِ بے قرار,1
6100,و اظہارِ بے,1
6099,نازک و اظہارِ,1
6098,خیالِ نازک و,1
6097,زلفِ خیالِ نازک,1
6096,ہے زلفِ خیالِ,1
6095,دوعالم ہے زلفِ,1
6094,غمِ دوعالم ہے,1
6093,و غمِ دوعالم,1
6092,ضعیف و غمِ,1
6107,کشِ گفتگو نہ,1
6109,نہ ہو تمثالِ,1
6126,شکوہ و شکر,1
6110,ہو تمثالِ ناز,1
6125,ہو شکوہ و,1
6124,نہ ہو شکوہ,1
6123,رُو نہ ہو,1
6122,بہ رُو نہ,1
6121,رُو بہ رُو,1
6120,گر رُو بہ,1
6119,آئینہ گر رُو,1
6118,ہے آئینہ گر,1
6117,عدم ہے آئینہ,1
6116,ہستی عدم ہے,1
6115,اعتبار ہستی عدم,1
6114,تیرنگِ اعتبار ہستی,1
6113,جلوۂ تیرنگِ اعتبار,1
6112,ناز جلوۂ تیرنگِ,1
6111,تمثالِ ناز جلوۂ,1
6164,مَاو تُو اَوّلِ,1
6165,تُو اَوّلِ درسِ,1
6166,اَوّلِ درسِ آرزو,1
6221,جو جاؤں واں,1
6219,نہ کہیں جو,1
6218,مرحبا نہ کہیں,1
6217,تو مرحبا نہ,1
6216,کے تو مرحبا,1
6215,ان کے تو,1
6214,سامنے ان کے,1
6213,آؤں سامنے ان,1
6212,جو آؤں سامنے,1
6211,نہیں جو آؤں,1
6210,باد نہیں جو,1
6209,و باد نہیں,1
6208,ابر و باد,1
6207,کو ابر و,1
6206,دن کو ابر,1
6205,اگر دن کو,1
6220,کہیں جو جاؤں,1
6222,جاؤں واں سے,1
6167,درسِ آرزو ہے,1
6223,واں سے کہیں,1
6238,تو کہتے ہیں,1
6237,میں تو کہتے,1
6236,ہوں میں تو,1
6235,آتا ہوں میں,1
6234,بھی آتا ہوں,1
6233,یاد بھی آتا,1
6232,جو یاد بھی,1
6231,کبھی جو یاد,1
6230,نہیں کبھی جو,1
6229,باد نہیں کبھی,1
6228,خیر باد نہیں,1
6227,تو خیر باد,1
6226,کو تو خیر,1
6225,کہیں کو تو,1
6224,سے کہیں کو,1
6204,آج اگر دن,1
6203,سے آج اگر,1
6202,بلا سے آج,1
6201,ہے بلا سے,1
6182,قیامت کا اعتقاد,1
6181,کو قیامت کا,1
6180,مجھ کو قیامت,1
6179,کہ مجھ کو,1
6178,نہیں کہ مجھ,1
6177,سمجھ نہیں کہ,1
6176,فنا سمجھ نہیں,1
6175,سمجھ فنا سمجھ,1
6174,نہ سمجھ فنا,1
6173,کچھ نہ سمجھ,1
6172,گفتگو کچھ نہ,1
6171,سیاقِ گفتگو کچھ,1
6170,یہ سیاقِ گفتگو,1
6169,ہے یہ سیاقِ,1
6168,آرزو ہے یہ,1
6183,کا اعتقاد نہیں,1
6184,اعتقاد نہیں شبِ,1
6185,نہیں شبِ فراق,1
6194,کہے کہ شبِ,1
6200,برائی ہے بلا,1
6199,کیا برائی ہے,1
6198,میں کیا برائی,1
6197,مہ میں کیا,1
6196,شبِ مہ میں,1
6195,کہ شبِ مہ,1
6193,کوئی کہے کہ,1
6186,شبِ فراق سے,1
6192,نہیں کوئی کہے,1
6191,زیاد نہیں کوئی,1
6190,جزا زیاد نہیں,1
6189,روز جزا زیاد,1
6188,سے روز جزا,1
6187,فراق سے روز,1
6393,خر دماغی ہائے,1
6394,دماغی ہائے منعم,1
6395,ہائے منعم کا,1
6605,پے بہ پے,1
6603,میں ابھریں پے,1
6602,سینہ میں ابھریں,1
6601,اور سینہ میں,1
6600,نے اور سینہ,1
6599,میں نے اور,1
6598,روکا میں نے,1
6597,کہ روکا میں,1
6596,بس کہ روکا,1
6595,گئیں بس کہ,1
6594,ہو گئیں بس,1
6593,مژگاں ہو گئیں,1
6592,سے مژگاں ہو,1
6591,قسمت سے مژگاں,1
6590,کوتاہیِ قسمت سے,1
6589,میری کوتاہیِ قسمت,1
6604,ابھریں پے بہ,1
6606,بہ پے میری,1
6587,پار جو میری,1
6607,پے میری آہیں,1
6622,گالیوں کا کیا,1
6621,کی گالیوں کا,1
6620,ان کی گالیوں,1
6619,تو ان کی,1
6618,میں تو ان,1
6617,بھی میں تو,1
6616,گیا بھی میں,1
6615,واں گیا بھی,1
6614,گئیں واں گیا,1
6613,ہو گئیں واں,1
6612,گریباں ہو گئیں,1
6611,چاکِ گریباں ہو,1
6610,بخیۂ چاکِ گریباں,1
6609,آہیں بخیۂ چاکِ,1
6608,میری آہیں بخیۂ,1
6588,جو میری کوتاہیِ,1
6586,کے پار جو,1
6549,کی ہیں تیری,1
6567,کھل گیا بلبلیں,1
6565,گویا دبستاں کھل,1
6564,گیا گویا دبستاں,1
6563,کیا گیا گویا,1
6562,میں کیا گیا,1
6561,چمن میں کیا,1
6560,میں چمن میں,1
6559,گئیں میں چمن,1
6558,ہو گئیں میں,1
6557,پریشاں ہو گئیں,1
6556,پر پریشاں ہو,1
6555,بازو پر پریشاں,1
6554,کے بازو پر,1
6553,جس کے بازو,1
6552,زلفیں جس کے,1
6551,تیری زلفیں جس,1
6566,دبستاں کھل گیا,1
6568,گیا بلبلیں سن,1
6585,دل کے پار,1
6569,بلبلیں سن کر,1
6584,رب دل کے,1
6583,یا رب دل,1
6582,ہیں یا رب,1
6581,جاتی ہیں یا,1
6580,ہوئی جاتی ہیں,1
6579,کیوں ہوئی جاتی,1
6578,نگاہیں کیوں ہوئی,1
6577,وہ نگاہیں کیوں,1
6576,گئیں وہ نگاہیں,1
6575,ہو گئیں وہ,1
6574,غزلخواں ہو گئیں,1
6573,نالے غزلخواں ہو,1
6572,میرے نالے غزلخواں,1
6571,کر میرے نالے,1
6570,سن کر میرے,1
6623,کا کیا جواب,1
6624,کیا جواب یاد,1
6625,جواب یاد تھیں,1
6680,مشکلیں مجھ پر,1
6678,ہے رنج مشکلیں,1
6677,جاتا ہے رنج,1
6676,مٹ جاتا ہے,1
6675,تو مٹ جاتا,1
6674,انساں تو مٹ,1
6673,ہوا انساں تو,1
6672,خوگر ہوا انساں,1
6671,سے خوگر ہوا,1
6670,رنج سے خوگر,1
6669,گئیں رنج سے,1
6668,ہو گئیں رنج,1
6667,ایماں ہو گئیں,1
6666,اجزائے ایماں ہو,1
6665,گئیں اجزائے ایماں,1
6664,مٹ گئیں اجزائے,1
6679,رنج مشکلیں مجھ,1
6681,مجھ پر پڑیں,1
6626,یاد تھیں جتنی,1
6682,پر پڑیں اتنی,1
6697,اہلِ جہاں دیکھنا,1
6696,اے اہلِ جہاں,1
6695,تو اے اہلِ,1
6694,غالب تو اے,1
6693,رہا غالب تو,1
6692,روتا رہا غالب,1
6691,گر روتا رہا,1
6690,ہی گر روتا,1
6689,یوں ہی گر,1
6688,گئیں یوں ہی,1
6687,ہو گئیں یوں,1
6686,آساں ہو گئیں,1
6685,کہ آساں ہو,1
6684,اتنی کہ آساں,1
6683,پڑیں اتنی کہ,1
6663,جب مٹ گئیں,1
6662,ملتیں جب مٹ,1
6661,رسوم ملتیں جب,1
6660,ترکِ رسوم ملتیں,1
6641,میں جام آ,1
6640,ہاتھ میں جام,1
6639,کے ہاتھ میں,1
6638,جس کے ہاتھ,1
6637,بادہ جس کے,1
6636,ہے بادہ جس,1
6635,فزا ہے بادہ,1
6634,جاں فزا ہے,1
6633,گئیں جاں فزا,1
6632,ہو گئیں جاں,1
6631,درباں ہو گئیں,1
6630,صرفِ درباں ہو,1
6629,دعائیں صرفِ درباں,1
6628,جتنی دعائیں صرفِ,1
6627,تھیں جتنی دعائیں,1
6642,جام آ گیا,1
6643,آ گیا سب,1
6644,گیا سب لکیریں,1
6653,گئیں ہم موّحد,1
6659,ہے ترکِ رسوم,1
6658,کیش ہے ترکِ,1
6657,ہمارا کیش ہے,1
6656,ہیں ہمارا کیش,1
6655,موّحد ہیں ہمارا,1
6654,ہم موّحد ہیں,1
6652,ہو گئیں ہم,1
6645,سب لکیریں ہاتھ,1
6651,جاں ہو گئیں,1
6650,رگِ جاں ہو,1
6649,گویا رگِ جاں,1
6648,کی گویا رگِ,1
6647,ہاتھ کی گویا,1
6646,لکیریں ہاتھ کی,1
6550,ہیں تیری زلفیں,1
6547,راتیں اس کی,1
6396,منعم کا کہ,1
6452,نہاں شب کو,1
6450,پردے میں نہاں,1
6449,کو پردے میں,1
6448,دن کو پردے,1
6447,گردوں دن کو,1
6446,النعشِ گردوں دن,1
6445,بنات النعشِ گردوں,1
6444,تھیں بنات النعشِ,1
6443,گئیں تھیں بنات,1
6442,ہو گئیں تھیں,1
6441,نسیاں ہو گئیں,1
6440,طاق نسیاں ہو,1
6439,نگارِ طاق نسیاں,1
6438,و نگارِ طاق,1
6437,نقش و نگارِ,1
6436,اب نقش و,1
6451,میں نہاں شب,1
6453,شب کو ان,1
6434,آرائیاں لیکن اب,1
6454,کو ان کے,1
6469,لی گو نہ,1
6468,نے لی گو,1
6467,یعقوب نے لی,1
6466,میں یعقوب نے,1
6465,قید میں یعقوب,1
6464,گئیں قید میں,1
6463,ہو گئیں قید,1
6462,عریاں ہو گئیں,1
6461,کہ عریاں ہو,1
6460,آئی کہ عریاں,1
6459,کیا آئی کہ,1
6458,میں کیا آئی,1
6457,جی میں کیا,1
6456,کے جی میں,1
6455,ان کے جی,1
6435,لیکن اب نقش,1
6433,بزم آرائیاں لیکن,1
6546,ہے راتیں اس,1
6414,نمایاں ہو گئیں,1
6412,گل میں نمایاں,1
6411,و گل میں,1
6409,کچھ لالہ و,1
6408,کہاں کچھ لالہ,1
6407,سب کہاں کچھ,1
6406,ہے سب کہاں,1
6405,قالی ہے سب,1
6404,میدانِ قالی ہے,1
6403,افگنِ میدانِ قالی,1
6402,شیر افگنِ میدانِ,1
6401,بھی شیر افگنِ,1
6400,نامرد بھی شیر,1
6399,یہ نامرد بھی,1
6398,کہ یہ نامرد,1
6397,کا کہ یہ,1
6413,میں نمایاں ہو,1
6415,ہو گئیں خاک,1
6432,رنگ بزم آرائیاں,1
6416,گئیں خاک میں,1
6431,رنگا رنگ بزم,1
6430,بھی رنگا رنگ,1
6429,کو بھی رنگا,1
6428,تھیں ہم کو,1
6427,یاد تھیں ہم,1
6426,گئیں یاد تھیں,1
6425,ہو گئیں یاد,1
6424,پنہاں ہو گئیں,1
6423,کہ پنہاں ہو,1
6422,گی کہ پنہاں,1
6421,ہوں گی کہ,1
6420,صورتیں ہوں گی,1
6419,کیا صورتیں ہوں,1
6418,میں کیا صورتیں,1
6417,خاک میں کیا,1
6470,گو نہ یوسف,1
6471,نہ یوسف کی,1
6472,یوسف کی خبر,1
6527,میں ہم انتقام,1
6525,گے خلد میں,1
6524,لیں گے خلد,1
6523,سے لیں گے,1
6522,زادوں سے لیں,1
6521,پری زادوں سے,1
6520,انِ پری زادوں,1
6519,گئیں انِ پری,1
6518,ہو گئیں انِ,1
6517,فروزاں ہو گئیں,1
6516,دو فروزاں ہو,1
6515,شمعیں دو فروزاں,1
6514,کہ شمعیں دو,1
6513,گا کہ شمعیں,1
6512,سمجھوں گا کہ,1
6511,یہ سمجھوں گا,1
6526,خلد میں ہم,1
6528,ہم انتقام قدرتِ,1
6473,کی خبر لیکن,1
6529,انتقام قدرتِ حق,1
6545,کا ہے راتیں,1
6543,دماغ اس کا,1
6542,ہے دماغ اس,1
6541,کی ہے دماغ,1
6540,اس کی ہے,1
6539,نیند اس کی,1
6538,گئیں نیند اس,1
6537,ہو گئیں نیند,1
6536,واں ہو گئیں,1
6535,اگر واں ہو,1
6534,حوریں اگر واں,1
6533,یہی حوریں اگر,1
6532,سے یہی حوریں,1
6531,حق سے یہی,1
6530,قدرتِ حق سے,1
6510,میں یہ سمجھوں,1
6509,شام فراق میں,1
6508,ہے شام فراق,1
6507,کہ ہے شام,1
6488,پر زنانِ مصر,1
6487,خوش پر زنانِ,1
6486,نا خوش پر,1
6485,ہوں نا خوش,1
6484,سے ہوں نا,1
6483,رقیبوں سے ہوں,1
6482,سب رقیبوں سے,1
6481,گئیں سب رقیبوں,1
6480,ہو گئیں سب,1
6479,زنداں ہو گئیں,1
6478,دیوارِ زنداں ہو,1
6477,روزنِ دیوارِ زنداں,1
6476,آنکھیں روزنِ دیوارِ,1
6475,لیکن آنکھیں روزنِ,1
6474,خبر لیکن آنکھیں,1
6489,زنانِ مصر سے,1
6490,مصر سے ہے,1
6491,سے ہے زلیخا,1
6500,گئیں جوئے خوں,1
6506,دو کہ ہے,1
6505,بہنے دو کہ,1
6504,سے بہنے دو,1
6503,آنکھوں سے بہنے,1
6502,خوں آنکھوں سے,1
6501,جوئے خوں آنکھوں,1
6499,ہو گئیں جوئے,1
6492,ہے زلیخا خوش,1
6498,کنعاں ہو گئیں,1
6497,ماہِ کنعاں ہو,1
6496,محوِ ماہِ کنعاں,1
6495,کہ محوِ ماہِ,1
6494,خوش کہ محوِ,1
6493,زلیخا خوش کہ,1
7315,اس بتِ نازک,1
7317,نازک بدن کے,1
8538,عزیز نہیں جانتے,1
8136,حسرت اے ذوقِ,1
8134,منصور نہیں حسرت,1
8133,ظرفیِ منصور نہیں,1
8132,تنک ظرفیِ منصور,1
8131,تقلیدِ تنک ظرفیِ,1
8130,کو تقلیدِ تنک,1
8129,ہم کو تقلیدِ,1
8128,لیکن ہم کو,1
8127,دریا لیکن ہم,1
8126,ہے دریا لیکن,1
8125,میں ہے دریا,1
8124,حقیقت میں ہے,1
8123,بھی حقیقت میں,1
8122,اپنا بھی حقیقت,1
8121,قطرہ اپنا بھی,1
8120,نہیں قطرہ اپنا,1
8135,نہیں حسرت اے,1
8137,اے ذوقِ خرابی,1
8118,پر ہمیں منظور,1
8138,ذوقِ خرابی کہ,1
8153,میں جو کہتا,1
8152,نہیں میں جو,1
8151,رنجور نہیں میں,1
8150,تنِ رنجور نہیں,1
8149,گوں تنِ رنجور,1
8148,کی گوں تنِ,1
8147,عربدہ کی گوں,1
8146,پرُ عربدہ کی,1
8145,عشق پرُ عربدہ,1
8144,رہی عشق پرُ,1
8143,نہ رہی عشق,1
8142,طاقت نہ رہی,1
8141,وہ طاقت نہ,1
8140,کہ وہ طاقت,1
8139,خرابی کہ وہ,1
8119,منظور نہیں قطرہ,1
8117,ہے پر ہمیں,1
8155,کہتا ہوں کہ,1
8097,خوشا طالعِ شوق,1
8095,گلستاں ہے خوشا,1
8094,سیر گلستاں ہے,1
8093,وعدۂ سیر گلستاں,1
8092,نہیں وعدۂ سیر,1
8091,دور نہیں وعدۂ,1
8090,کچھ دور نہیں,1
8089,تو کچھ دور,1
8088,جائے تو کچھ,1
8087,بگڑ جائے تو,1
8086,بات بگڑ جائے,1
8085,کی بات بگڑ,1
8084,غیر کی بات,1
8083,نہیں غیر کی,1
8082,منظور نہیں غیر,1
8081,اسے منظور نہیں,1
8096,ہے خوشا طالعِ,1
8098,طالعِ شوق مژدۂ,1
8116,کہ ہے پر,1
8099,شوق مژدۂ قتل,1
8115,ہیں کہ ہے,1
8113,عالم لوگ کہتے,1
8112,ہے عالم لوگ,1
8111,کمر ہے عالم,1
8110,کی کمر ہے,1
8109,مطلق کی کمر,1
8108,ہستیِ مطلق کی,1
8107,شاہدِ ہستیِ مطلق,1
8106,نہیں شاہدِ ہستیِ,1
8105,مذکور نہیں شاہدِ,1
8104,جو مذکور نہیں,1
8103,ہے جو مذکور,1
8102,مقدر ہے جو,1
8101,قتل مقدر ہے,1
8100,مژدۂ قتل مقدر,1
8154,جو کہتا ہوں,1
8156,ہوں کہ ہم,1
7926,و شادی ہے,1
8213,یہ حجت ہے,1
8211,دعوے پہ یہ,1
8210,میرے دعوے پہ,1
8209,غالبؔ میرے دعوے,1
8208,خفائی غالبؔ میرے,1
8207,میں خفائی غالبؔ,1
8206,مقابل میں خفائی,1
8205,کے مقابل میں,1
8204,ظہوریؔ کے مقابل,1
8203,ہوں ظہوریؔ کے,1
8202,نہیں ہوں ظہوریؔ,1
8201,انگور نہیں ہوں,1
8200,افشردۂ انگور نہیں,1
8199,کہ افشردۂ انگور,1
8198,بادہ کہ افشردۂ,1
8197,وہ بادہ کہ,1
8212,پہ یہ حجت,1
8214,حجت ہے کہ,1
8195,لوگ وائے وہ,1
8215,ہے کہ مشہور,1
8230,پڑی یہ شرم,1
8229,آ پڑی یہ,1
8228,یاں آ پڑی,1
8227,رہا یاں آ,1
8226,خوش رہا یاں,1
8225,یہ خوش رہا,1
8224,سمجھے یہ خوش,1
8223,وہ سمجھے یہ,1
8222,کے وہ سمجھے,1
8221,دے کے وہ,1
8220,جہان دے کے,1
8219,دونوں جہان دے,1
8218,نہیں دونوں جہان,1
8217,مشہور نہیں دونوں,1
8216,کہ مشہور نہیں,1
8196,وائے وہ بادہ,1
8194,ہم لوگ وائے,1
8157,کہ ہم لینگے,1
8175,اگر لطفِ دریغ,1
8173,کر ظلم اگر,1
8172,ظلم کر ظلم,1
8171,نہیں ظلم کر,1
8170,حور نہیں ظلم,1
8169,ہم حور نہیں,1
8168,کہ ہم حور,1
8166,وہ کہتے ہیں,1
8165,سے وہ کہتے,1
8164,رعونت سے وہ,1
8163,کس رعونت سے,1
8162,تمھیں کس رعونت,1
8161,میں تمھیں کس,1
8160,قیامت میں تمھیں,1
8159,لینگے قیامت میں,1
8158,ہم لینگے قیامت,1
8174,ظلم اگر لطفِ,1
8176,لطفِ دریغ آتا,1
8193,ہیں ہم لوگ,1
8177,دریغ آتا ہو,1
8192,جم ہیں ہم,1
8191,پیمانۂ جم ہیں,1
8190,کشِ پیمانۂ جم,1
8189,دُردی کشِ پیمانۂ,1
8188,صاف دُردی کشِ,1
8187,نہیں صاف دُردی,1
8186,معذور نہیں صاف,1
8185,سے معذور نہیں,1
8184,رنگ سے معذور,1
8183,کسی رنگ سے,1
8182,میں کسی رنگ,1
8181,تغافل میں کسی,1
8180,تو تغافل میں,1
8179,ہو تو تغافل,1
8178,آتا ہو تو,1
8080,بھی اسے منظور,1
8079,بدی بھی اسے,1
8078,بہ بدی بھی,1
7982,ہے کچھ سمجھ,1
7980,نیا ہوتا ہے,1
7979,حکم نیا ہوتا,1
7978,اک حکم نیا,1
7977,میں اک حکم,1
7976,شہر میں اک,1
7975,اس شہر میں,1
7974,روز اس شہر,1
7973,ہے روز اس,1
7972,اعتبار ہے روز,1
7971,آئنۂ اعتبار ہے,1
7970,گداز آئنۂ اعتبار,1
7969,شبنم گداز آئنۂ,1
7968,آگہی شبنم گداز,1
7967,معماے آگہی شبنم,1
7966,حَلِ معماے آگہی,1
7981,ہوتا ہے کچھ,1
7983,کچھ سمجھ میں,1
7964,طلب ہے حَلِ,1
7984,سمجھ میں نہیں,1
7999,خفا اور سہی,1
7998,پہ خفا اور,1
7997,مجھ پہ خفا,1
7996,جفا مجھ پہ,1
7995,مشتاقِ جفا مجھ,1
7994,ہوں مشتاقِ جفا,1
7993,میں ہوں مشتاقِ,1
7992,ہے میں ہوں,1
7991,ہوتا ہے میں,1
7990,کیا ہوتا ہے,1
7989,کہ کیا ہوتا,1
7988,ہے کہ کیا,1
7987,آتا ہے کہ,1
7986,نہیں آتا ہے,1
7985,میں نہیں آتا,1
7965,ہے حَلِ معماے,1
7963,عبرت طلب ہے,1
8077,میرا بہ بدی,1
7944,بے دل و,1
7942,فسردہ دل بے,1
7941,یہ فسردہ دل,1
7940,کہ یہ فسردہ,1
7939,واے کہ یہ,1
7938,دماغ واے کہ,1
7937,و دماغ واے,1
7936,دل و دماغ,1
7935,ہے دل و,1
7934,چاہیے ہے دل,1
7933,اسدؔ چاہیے ہے,1
7932,کو اسدؔ چاہیے,1
7931,فکر کو اسدؔ,1
7930,کی فکر کو,1
7929,شعر کی فکر,1
7928,ہے شعر کی,1
7943,دل بے دل,1
7945,دل و بے,1
7962,چاہیے عبرت طلب,1
7946,و بے دماغ,1
7961,تمنا چاہیے عبرت,1
7960,اسبابِ تمنا چاہیے,1
7959,تو اسبابِ تمنا,1
7958,کچھ تو اسبابِ,1
7957,دماغ کچھ تو,1
7956,گر دماغ کچھ,1
7955,ہے گر دماغ,1
7954,نہیں ہے گر,1
7953,اچھا نہیں ہے,1
7952,ہو اچھا نہیں,1
7951,تو ہو اچھا,1
7950,دل تو ہو,1
7949,ہے دل تو,1
7948,دماغ ہے دل,1
7947,بے دماغ ہے,1
8002,تم ہو بیداد,1
8003,ہو بیداد سے,1
8004,بیداد سے خوش,1
8059,اور سہی مجھ,1
8057,سی فضا اور,1
8056,تھوڑی سی فضا,1
8055,واسطے تھوڑی سی,1
8054,کے واسطے تھوڑی,1
8053,سیر کے واسطے,1
8052,یارب سیر کے,1
8051,لیں یارب سیر,1
8050,ملا لیں یارب,1
8049,کو ملا لیں,1
8048,دوزخ کو ملا,1
8047,میں دوزخ کو,1
8046,فردوس میں دوزخ,1
8045,نہ فردوس میں,1
8044,کیوں نہ فردوس,1
8043,سہی کیوں نہ,1
8058,فضا اور سہی,1
8060,سہی مجھ سے,1
8005,سے خوش اس,1
8061,مجھ سے غالبؔ,1
8076,ذکر میرا بہ,1
8075,سہی ذکر میرا,1
8074,اور سہی ذکر,1
8073,فزا اور سہی,1
8072,رنج فزا اور,1
8071,گرِ رنج فزا,1
8070,بیداد گرِ رنج,1
8069,ایک بیداد گرِ,1
8068,لکھوائی ایک بیداد,1
8067,غزل لکھوائی ایک,1
8066,نے غزل لکھوائی,1
8065,علائیؔ نے غزل,1
8064,یہ علائیؔ نے,1
8063,غالبؔ یہ علائیؔ,1
8062,سے غالبؔ یہ,1
8042,اور سہی کیوں,1
8041,ہوا اور سہی,1
8040,و ہوا اور,1
8039,آب و ہوا,1
8020,خداوند ہی کہلاؤ,1
8019,تم خداوند ہی,1
8018,ہے تم خداوند,1
8017,کیوں ہے تم,1
8016,خدائی کیوں ہے,1
8015,پندارِ خدائی کیوں,1
8014,تمھیں پندارِ خدائی,1
8013,پھر تمھیں پندارِ,1
8012,بت پھر تمھیں,1
8011,ہو بت پھر,1
8010,تم ہو بت,1
8009,سوا اور سہی,1
8008,سے سوا اور,1
8007,اس سے سوا,1
8006,خوش اس سے,1
8021,ہی کہلاؤ خدا,1
8022,کہلاؤ خدا اور,1
8023,خدا اور سہی,1
8032,ہے واعظ خلد,1
8038,خیر آب و,1
8037,ہے خیر آب,1
8036,باغ ہے خیر,1
8035,بھی باغ ہے,1
8034,خلد بھی باغ,1
8033,واعظ خلد بھی,1
8031,نہیں ہے واعظ,1
8024,اور سہی کوئی,1
8030,باغ نہیں ہے,1
8029,مگر باغ نہیں,1
8028,میں مگر باغ,1
8027,دنیا میں مگر,1
8026,کوئی دنیا میں,1
8025,سہی کوئی دنیا,1
8231,یہ شرم کہ,1
8232,شرم کہ تکرار,1
8233,کہ تکرار کیا,1
8443,کرتا ہوں اسے,1
8441,سہی نقل کرتا,1
8440,تو سہی نقل,1
8439,وفا ہے تو,1
8438,میں وفا ہے,1
8437,بت میں وفا,1
8436,اس بت میں,1
8435,پر اس بت,1
8434,سے پر اس,1
8433,ہم سے پر,1
8432,سہی ہم سے,1
8431,نہ سہی ہم,1
8430,نے نہ سہی,1
8429,اس نے نہ,1
8428,نباہی اس نے,1
8427,خوب نباہی اس,1
8442,نقل کرتا ہوں,1
8444,ہوں اسے نامۂ,1
8425,دیکھیے کیا خوب,1
8445,اسے نامۂ اعمال,1
8461,آ جائے گی,1
8460,کبھی آ جائے,1
8459,سہی کبھی آ,1
8458,تو سہی کبھی,1
8457,لکھا ہے تو,1
8456,نے لکھا ہے,1
8455,تم نے لکھا,1
8454,ازل تم نے,1
8453,روزِ ازل تم,1
8452,کچھ روزِ ازل,1
8451,نہ کچھ روزِ,1
8449,میں کچھ نہ,1
8448,میں میں کچھ,1
8447,اعمال میں میں,1
8446,نامۂ اعمال میں,1
8426,کیا خوب نباہی,1
8424,سے دیکھیے کیا,1
8386,سے گھائل آئے,1
8404,کلہ کو کیا,1
8402,جواہرِ طُرفِ کلہ,1
8401,تیرے جواہرِ طُرفِ,1
8400,ہیں تیرے جواہرِ,1
8399,دیکھتے ہیں تیرے,1
8398,زخم جگر کو,1
8397,میرے زخم جگر,1
8396,کیوں میرے زخم,1
8395,لوگ کیوں میرے,1
8394,اس کے دست,1
8393,کہیں اس کے,1
8392,نہ کہیں اس,1
8391,آئے گھر میں,1
8390,وہ آئے گھر,1
8389,ہیں وہ آئے,1
8388,آئے یہ ہم,1
8403,طُرفِ کلہ کو,1
8405,دیکھتے ہیں ہے,1
8423,غیر سے دیکھیے,1
8406,ہیں ہے غنیمت,1
8422,سہی غیر سے,1
8421,تو سہی غیر,1
8419,جزا ہے تو,1
8418,روزِ جزا ہے,1
8417,مگر روزِ جزا,1
8416,داد مگر روزِ,1
8415,ملے داد مگر,1
8414,نہ ملے داد,1
8413,عمر نہ ملے,1
8412,گی عمر نہ,1
8411,امید گزر جائے,1
8410,بہ امید گزر,1
8409,کہ بہ امید,1
8408,غنیمت کہ بہ,1
8407,ہے غنیمت کہ,1
8462,جائے گی کیوں,1
8463,گی کیوں کرتے,1
8464,کیوں کرتے ہو,1
