,backword_bigrams,Freq
8063,گل سَبَدِ,1
8065,بند تلے,1
8066,کرے بند,1
8100,آباد قدر,1
8101,نہیں آباد,1
8103,کس کرتے,1
8134,کی وانگبیں,1
8136,دوزخ لاگ,1
8137,میں دوزخ,1
8139,دو ڈال,1
8140,کوئی دو,1
8141,لے کوئی,1
8142,کر لے,1
8143,بہشت کر,1
8144,کو بہشت,1
8145,ہوں کو,1
8146,منحرف ہوں,1
8147,نہ منحرف,1
8148,رہ کیوں,1
8150,رسمِ و,1
8151,ثواب رسمِ,1
8152,سے ثواب,1
8153,ٹیڑھا سے,1
8154,لگا ٹیڑھا,1
8155,قط ہے,1
8156,قلمِ قط,1
8157,سر قلمِ,1
8158,نوشت سر,1
8159,کو نوشت,1
8160,غالبؔ کو,1
8161,کچھ غالبؔ,1
8162,سعی اپنی,1
8135,لاگ کی,1
8133,وانگبیں مے,1
8104,غربت ہو,1
8132,مے نہ,1
8105,کی غربت,1
8106,غالبؔ شکایت,1
8107,تم غالبؔ,1
8108,بے کو,1
8109,مہریِ بے,1
8110,یارانِ مہریِ,1
8111,وطن یارانِ,1
8112,یاد وطن,1
8113,کعبہ نہیں,1
8115,رہا جا,1
8116,تو رہا,1
8117,دو نہ,1
8118,طعنہ دو,1
8119,کیا طعنہ,1
8120,بھولا کہیں,1
8121,ہوں بھولا,1
8122,حقِ ہوں,1
8123,صحبتِ حقِ,1
8124,اہلِ صحبتِ,1
8125,کنشت اہلِ,1
8126,کو کنشت,1
8127,طاعت کو,1
8128,میں طاعت,1
8129,تا میں,1
8130,رہے تا,1
8036,استاد سیلیِ,1
8035,سیلیِ از,1
8034,کم موج,1
7940,کوجے مجھے,1
7942,میں یار,1
7943,رہنے میں,1
7944,کی رہنے,1
7945,وضع کی,1
7946,یاد وضع,1
7947,تھی یاد,1
7948,آئینہ تھی,1
7949,دار آئینہ,1
7950,بن دار,1
7951,گئی بن,1
7952,حیرتِ گئی,1
7953,نقش حیرتِ,1
7955,گر یوں,1
7956,تیرے گر,1
7957,دل تیرے,1
7958,خیال ہو,1
7959,وصل خیال,1
7960,شوق میں,1
7961,کا شوق,1
7962,زوال کا,1
7963,موج زوال,1
7964,محیطِ موج,1
7965,آب محیطِ,1
7966,میں آب,1
7967,مارے میں,1
7941,یار کوجے,1
7939,مجھے کب,1
7969,دست ہے,1
7938,کب یوں,1
7905,میں یوں,1
7908,بزمِ کہ,1
7909,ناز بزمِ,1
7910,چاہیے ناز,1
7911,غیر چاہیے,1
7912,تہی سے,1
7913,سن تہی,1
7915,ستم کے,1
7916,ظریف ستم,1
7917,نے ظریف,1
7918,اٹھا کو,1
7919,دیا اٹھا,1
7920,کہ دیا,1
7921,مجھ یوں,1
7922,کہا سے,1
7924,یار جو,1
7926,جاتے نے,1
7927,ہوش ہیں,1
7928,کس ہوش,1
7930,دیکھ طرح,1
7932,میری کے,1
7933,بیخودی میری,1
7934,چلنے بیخودی,1
7935,لگی چلنے,1
7936,ہوا لگی,1
7968,ہے مارے,1
7970,پا و,1
8033,موج لطمۂ,1
8002,مزدوریِ و,1
8004,تگہِ عشر,1
8005,خسرو تگہِ,1
8006,کیا خسرو,1
8007,ہم خوب,1
8008,تسلیم کو,1
8009,نکو تسلیم,1
8010,نامیِ نکو,1
8011,فرہاد نامیِ,1
8012,نہیں فرہاد,1
8015,خرابی بھی,1
8016,میں خرابی,1
8017,پہ میں,1
8018,وسعت پہ,1
8019,معلوم وسعت,1
8020,دشت معلوم,1
8022,عیش وہ,1
8023,کہ عیش,1
8024,گھر کہ,1
8026,اہلِ نہیں,1
8027,بینش اہلِ,1
8028,کو بینش,1
8029,طوفانِ ہے,1
8030,حوادث طوفانِ,1
8031,مکتب حوادث,1
8032,لطمۂ مکتب,1
8003,عشر مزدوریِ,1
8001,عشق نہیں,1
7971,جو یوں,1
8000,نہیں بیداد,1
7972,یہ جو,1
7973,کہے یہ,1
7974,ریختہ کہ,1
7975,کیوں ریختہ,1
7976,کہ کیوں,1
7978,رشکِ ہو,1
7979,فارسی رشکِ,1
7980,گفتۂ فارسی,1
7981,غالبؔ گفتۂ,1
7982,ایک غالبؔ,1
7983,پڑھ بار,1
7985,اسے کے,1
7986,سنا اسے,1
7987,کہ سنا,1
7988,نالہ یوں,1
7989,جُز نالہ,1
7990,حسنِ جُز,1
7991,طلب حسنِ,1
7992,اے طلب,1
7993,ستم اے,1
7994,ایجاد ستم,1
7996,تقاضائے ہے,1
7997,جفا تقاضائے,1
7998,شکوۂ جفا,1
7999,بیداد شکوۂ,1
8774,آپ ہیں,1
8776,ایک بھی,1
8777,اور ایک,1
9445,دوست بارِ,1
9433,جب دوست,1
9434,کرتا میں,1
9435,اپنا ہوں,1
9436,شکوۂ اپنا,1
9437,ضعفِ شکوۂ,1
9438,دماغ ضعفِ,1
9439,سَر دماغ,1
9440,کرے سَر,1
9441,حدیثِ وہ,1
9442,زلفِ حدیثِ,1
9443,عنبر زلفِ,1
9444,بارِ عنبر,1
9446,چپکے دوست,1
9525,نہ بھول,1
9447,چپکے چپکے,1
9448,مجھ چپکے,1
9449,روتے کو,1
9450,دیکھ روتے,1
9451,پاتا دیکھ,1
9452,ہے پاتا,1
9453,ہنس اگر,1
9454,کے ہنس,1
9455,کرتا کے,1
9456,بیانِ ہے,1
9457,شوخئ بیانِ,1
9458,گفتارِ شوخئ,1
9432,دیدارِ وعدۂ,1
9431,وعدۂ پیامِ,1
9430,پیامِ ہے,1
9428,دیتا کو,1
9402,خوں پر,1
9403,ہمارا خوں,1
9404,ساغرِ ہمارا,1
9405,سرشارِ ساغرِ,1
9406,دوست سرشارِ,1
9407,غیر دوست,1
9408,یوں غیر,1
9409,کرتا یوں,1
9410,پرسش میری,1
9411,اس پرسش,1
9412,ہجر کے,1
9413,تکلّف بے,1
9414,دوست تکلّف,1
9415,ہو دوست,1
9417,کوئی جیسے,1
9418,خوارِ غم,1
9419,دوست خوارِ,1
9420,تاکہ دوست,1
9421,میں تاکہ,1
9422,جانوں میں,1
9423,کہ جانوں,1
9424,رسائی کی,1
9425,واں رسائی,1
9426,تلک واں,1
9427,مجھ تلک,1
9459,دوست گفتارِ,1
9460,مہربانی دوست,1
9461,ہاۓ مہربانی,1
9491,ہے چيں,1
9495,سنائے کو,1
9496,نہ سنائے,1
9498,کيا بنے,1
9499,بنے کيا,1
9500,بات بنے,1
9501,جہاں بات,1
9502,بات جہاں,1
9503,بنائے بات,1
9504,نہ بنائے,1
9505,ميں بنے,1
9506,بلاتا ميں,1
9507,تو بلاتا,1
9508,اے مگر,1
9509,جذبہ اے,1
9510,ِ جذبہ,1
9511,بن پہ,1
9512,جائے بن,1
9513,کچھ جائے,1
9514,ايسي کچھ,1
9515,کہ ايسي,1
9518,کھيل بنے,1
9519,سمجھا کھيل,1
9521,کہيں ہے,1
9522,چھوڑ کہيں,1
9523,نہ چھوڑ,1
9492,ِ غم,1
9490,چيں نکتہ,1
9462,دشمن ہاۓ,1
9489,نکتہ دوست,1
9463,کی دشمن,1
9464,کیجیۓ شکایت,1
9465,یا کیجیۓ,1
9466,بیاں یا,1
9467,کیجے بیاں,1
9468,سپاسِ کیجے,1
9469,لذّتِ سپاسِ,1
9470,آزارِ لذّتِ,1
9471,دوست آزارِ,1
9472,یہ دوست,1
9473,غزل یہ,1
9474,اپنی غزل,1
9475,مجھے اپنی,1
9476,جی مجھے,1
9477,سے جی,1
9478,پسند سے,1
9479,آتی پسند,1
9480,ہےآپ آتی,1
9481,ہے ہےآپ,1
9482,ردیف ہے,1
9483,شعر ردیف,1
9484,میں شعر,1
9486,ز غالب,1
9487,تکرارِ بس,1
9488,دوست تکرارِ,1
9401,پر دیدۂ,1
9400,دیدۂ ہے,1
9399,ہے شاد,1
9304,دل خُوبانِ,1
9306,کے آزار,1
9307,دیکھ پاس,1
9308,تجھ کر,1
9309,چمن کو,1
9310,بسکہ چمن,1
9311,نُمو بسکہ,1
9312,کرتا نُمو,1
9314,خُود ہے,1
9315,بخود خُود,1
9316,پہنچے بخود,1
9317,ہے پہنچے,1
9318,گُل ہے,1
9319,گوشۂ گُل,1
9320,دستار گوشۂ,1
9321,کے دستار,1
9322,مر پاس,1
9323,پھوڑ گیا,1
9324,کے پھوڑ,1
9325,غالب سر,1
9326,وحشی غالب,1
9327,ہَے وحشی,1
9328,بیٹھنا ہَے,1
9329,اُس بیٹھنا,1
9330,کا اُس,1
9331,تری کر,1
9305,آزار دل,1
9303,خُوبانِ ہوجیے,1
9333,کے دِیوار,1
9302,ہوجیے کھڑے,1
9275,کے بیمار,1
9276,مَیں پاس,1
9277,بھی مَیں,1
9278,رُک بھی,1
9279,رُک رُک,1
9280,کے رُک,1
9282,مرتا نہ,1
9283,جو مرتا,1
9284,زباں جو,1
9285,بدلے کے,1
9286,دشنہ بدلے,1
9287,اِک دشنہ,1
9288,تیز اِک,1
9289,سا تیز,1
9290,ہوتا سا,1
9291,مِرے ہوتا,1
9292,غمخوار مِرے,1
9293,کے غمخوار,1
9294,دَہَنِ پاس,1
9295,شیر دَہَنِ,1
9296,میں شیر,1
9297,بیٹھیے جا,1
9298,لیکن بیٹھیے,1
9299,اے لیکن,1
9301,کھڑے نہ,1
9332,دِیوار تری,1
9334,آمدِ پاس,1
9398,شاد دل,1
9367,کیجیۓ تماشا,1
9369,نقشِ صورتِ,1
9370,ہوں قدم,1
9371,رفتۂ ہوں,1
9372,رفتارِ رفتۂ,1
9373,دوست رفتارِ,1
9374,عشق دوست,1
9376,بیدادِ میں,1
9377,رشکِ بیدادِ,1
9378,غیر رشکِ,1
9380,مارا نے,1
9381,مجھے مارا,1
9382,کُشتۂ مجھے,1
9383,دشمن کُشتۂ,1
9384,ہوں دشمن,1
9385,آخر ہوں,1
9386,گرچہ آخر,1
9387,تھا گرچہ,1
9388,بیمارِ تھا,1
9389,دوست بیمارِ,1
9390,چشمِ دوست,1
9391,ما چشمِ,1
9392,روشن ما,1
9393,کہ روشن,1
9395,بے اس,1
9396,درد بے,1
9368,صورتِ کیجیۓ,1
9366,تماشا حیرت,1
9335,خط آمدِ,1
9365,حیرت سازئ,1
9337,سرد ہے,1
9338,جو سرد,1
9339,بازارِ جو,1
9340,دوست بازارِ,1
9341,دودِ دوست,1
9342,شمعِ دودِ,1
9344,تھا کشتہ,1
9345,خطِ شاید,1
9346,رخسارِ خطِ,1
9347,دوست رخسارِ,1
9348,اے دوست,1
9349,دلِ اے,1
9350,ناعاقبت دلِ,1
9351,اندیش ناعاقبت,1
9352,ضبطِ اندیش,1
9353,شوق ضبطِ,1
9354,کون کر,1
9355,لا کون,1
9356,سکتا لا,1
9358,تابِ ہے,1
9359,جلوۂ تابِ,1
9360,دیدارِ جلوۂ,1
9362,خانہ دوست,1
9363,ویراں خانہ,1
9364,سازئ ویراں,1
9524,بھول دے,1
9526,کاش جائے,1
9273,عاشقِ اِس,1
9695,غمِ ہوتا,1
9683,مجھے خو,1
9684,یہ مجھے,1
9685,وصالِ کہ,1
9686,یار وصالِ,1
9687,جُھوٹ جان,1
9688,جانا جُھوٹ,1
9689,تیرِ ترے,1
9690,نیم تیرِ,1
9691,رگِ ہوتا,1
9692,سنگ رگِ,1
9693,غمِ ہے,1
9694,اگر عشق,1
9697,شبِ ہے,1
9527,يوں کاش,1
9698,غم شبِ,1
9699,غرقِ نہ,1
9700,دریا غرقِ,1
9701,بُو کی,1
9702,بھی بُو,1
9703,مسائلِ یہ,1
9704,تصوّف مسائلِ,1
9705,یہ تصوّف,1
9706,غالب بیان,1
9708,دل ہوتا,1
9709,رہگزر ہیں,1
9710,پہ رہگزر,1
9681,بد اسد,1
9680,ہے بنایا,1
9679,بنایا نے,1
9678,نے خوبرویوں,1
9652,آخر نہیں,1
9653,کہ آخر,1
9654,جستجوۓ ہے,1
9655,فرصتِ جستجوۓ,1
9656,ربطِ فرصتِ,1
9657,سرِ ربطِ,1
9658,زانو سرِ,1
9659,چاہیے مجھے,1
9660,درمانِ چاہیے,1
9661,ریشِ درمانِ,1
9662,دل ریشِ,1
9663,تیغِ بھی,1
9664,یار تیغِ,1
9665,مرہمِ سے,1
9666,زنگار مرہمِ,1
9667,ہے زنگار,1
9668,وسمۂ وہ,1
9669,ابرو وسمۂ,1
9670,مجھے ابرو,1
9671,کثرتِ مجھے,1
9672,جور کثرتِ,1
9673,و جور,1
9674,ستم و,1
9676,ہوں گیا,1
9677,خوبرویوں دماغ,1
9711,جمالِ وہ,1
9712,دلفروز جمالِ,1
9713,صورتِ دلفروز,1
9742,ثوابِ ہوں,1
9744,طبعیت پر,1
9745,ادھر طبعیت,1
9746,داغِ آتی,1
9747,جاؤ سے,1
9748,گے جاؤ,1
9749,غالبؔ گے,1
9750,عرضِ آتی,1
9751,نیازِ عرضِ,1
9752,عشق نیازِ,1
9753,قابل کے,1
9754,نہیں قابل,1
9756,جس رہا,1
9761,جاتا رہا,1
9762,داغِ ہوں,1
9763,حسرتِ داغِ,1
9764,ہستی حسرتِ,1
9765,لئے ہستی,1
9766,ہوئے لئے,1
9767,ہوں ہوئے,1
9768,شمعِ ہوں,1
9769,در کشتہ,1
9770,خورِ در,1
9771,محفل خورِ,1
9772,نہیں محفل,1
9773,مرنے رہا,1
9743,طاعت ثوابِ,1
9741,نیند ھے,1
9714,مہرِ صورتِ,1
9740,ھے معین,1
9715,نیمروز مہرِ,1
9716,ناوکِ ستاں,1
9717,ناز ناوکِ,1
9718,عکسِ ہی,1
9719,رخ عکسِ,1
9720,قیدِ کیوں,1
9721,حیات قیدِ,1
9722,بندِ و,1
9723,غم بندِ,1
9724,حسنِ پہ,1
9725,ظن حسنِ,1
9726,بو گئی,1
9727,الہوس بو,1
9728,کی الہوس,1
9729,غرورِ وہ,1
9730,عز غرورِ,1
9731,حجابِ یہ,1
9732,پاس حجابِ,1
9733,جاؤ پرست,1
9734,وہ جاؤ,1
9735,بیوفا وہ,1
9736,سہی بیوفا,1
9737,کوئی کیوں,1
9738,امّید کوئی,1
9739,بر امّید,1
9651,نہیں مطلب,1
9650,مطلب بے,1
9649,بے عمر,1
9558,ہاتھ کيا,1
9560,تو آويں,1
9561,انہيں تو,1
9562,ہاتھ انہيں,1
9563,لگائے ہاتھ,1
9565,کہہ بنے,1
9566,سکے کہہ,1
9567,کون سکے,1
9568,کہ کون,1
9569,جلوہ يہ,1
9570,گري جلوہ,1
9571,کس گري,1
9572,کي کس,1
9573,ہے کي,1
9574,چھوڑا پردہ,1
9575,ہے چھوڑا,1
9576,اس وہ,1
9577,اٹھائے کہ,1
9578,نہ اٹھائے,1
9579,موت بنے,1
9580,کي موت,1
9581,راہ کي,1
9582,نہ راہ,1
9583,ديکھوں نہ,1
9584,کہ ديکھوں,1
9586,تم رہے,1
9559,آويں ہاتھ,1
9557,کيا تو,1
9588,کہ چاہوں,1
9556,تو ہيں,1
9528,بھي يوں,1
9529,ہو بھي,1
9530,ميرے بن,1
9531,ستائے ميرے,1
9532,نہ ستائے,1
9533,غير بنے,1
9534,پھرتا غير,1
9536,لئے ہے,1
9537,يوں لئے,1
9538,ترے يوں,1
9539,خط ترے,1
9540,کو خط,1
9541,کوئي اگر,1
9542,پوچھے کوئي,1
9543,کہ پوچھے,1
9545,کيا يہ,1
9547,چھپائے تو,1
9548,نہ چھپائے,1
9549,اس بنے,1
9550,نزاکت اس,1
9551,کا نزاکت,1
9552,برا کا,1
9553,ہو برا,1
9554,بھلے وہ,1
9555,ہيں بھلے,1
9587,چاہوں کو,1
9589,نہ کہ,1
9648,عمر اضطرابِ,1
9621,مژگاں یادِ,1
9623,زارِ نشتر,1
9624,صحراۓ زارِ,1
9625,خیال صحراۓ,1
9626,چاہیے خیال,1
9627,بہرِ چاہیے,1
9628,تپش بہرِ,1
9629,یک تپش,1
9630,دست یک,1
9631,صد دست,1
9632,پہلو صد,1
9633,مجھے پہلو,1
9634,خاکِ مجھے,1
9635,فرصت خاکِ,1
9636,برسرِ فرصت,1
9637,ذاقِ برسرِ,1
9638,فنا ذاقِ,1
9639,اے فنا,1
9640,انتظار اے,1
9641,ہے انتظار,1
9642,شیشۂ غبارِ,1
9643,ساعت شیشۂ,1
9644,رمِ ساعت,1
9645,آہو رمِ,1
9646,مجھے آہو,1
9647,اضطرابِ مجھے,1
9622,نشتر بہ,1
9620,یادِ مجھے,1
9590,آؤ نہ,1
9618,زانو آئینۂ,1
9591,تو آؤ,1
9592,بلائے تو,1
9593,نہ بلائے,1
9594,عشق بنے,1
9596,زور پر,1
9597,نہيں زور,1
9598,ہے نہيں,1
9599,يہ ہے,1
9600,وہ يہ,1
9601,آتش وہ,1
9602,غالب آتش,1
9603,لگائے کہ,1
9604,اور لگے,1
9605,بجھائے اور,1
9606,نہ بجھائے,1
9607,ہم بنے,1
9608,زباں ہم,1
9609,آیا زباں,1
9610,نظر آیا,1
9611,فکرِ نظر,1
9612,سخن فکرِ,1
9614,مردمک مجھے,1
9615,ہے مردمک,1
9616,طوطئِ ہے,1
9617,آئینۂ طوطئِ,1
9274,بیمار عاشقِ,1
9272,اِس تم,1
8778,شخص اور,1
8946,سویدا نگاہ,1
8934,لاؤں سے,1
8935,کہ لاؤں,1
8936,کہیںجسے سا,1
8937,حسرت کہیںجسے,1
8938,نے حسرت,1
8939,لا نے,1
8940,رکھا لا,1
8941,تری رکھا,1
8942,ِخیال بزم,1
8943,میں ِخیال,1
8944,گلدستہ میں,1
8945,نگاہ گلدستہ,1
8947,کہیں سویدا,1
9022,کا ظاہر,1
8948,پھونکا جسے,1
8949,ھےکس پھونکا,1
8950,نےگوش ھےکس,1
8951,ِمحبت نےگوش,1
8952,میں ِمحبت,1
8953,افسونِ خدا,1
8954,انتظار افسونِ,1
8955,تمنا انتظار,1
8956,کہیں تمنا,1
8957,سر جسے,1
8958,ہجوم پر,1
8959,درد ہجوم,1
8933,کہاں ایسا,1
8932,ایسا جسے,1
8931,کہیں تماشا,1
8930,تماشا کہ,1
8904,میری پہ,1
8905,عرصہ میری,1
8906,آفاق عرصہ,1
8907,تنگ آفاق,1
8908,تھا تنگ,1
8909,دریا تھا,1
8910,زمین دریا,1
8911,کو زمین,1
8913,انفعال عرق,1
8914,ھے انفعال,1
8915,ہستی ھے,1
8916,کے ہستی,1
8917,مت کے,1
8918,فریب مت,1
8919,میں فریب,1
8920,آجائیو میں,1
8921,اسد آجائیو,1
8922,عالم اسد,1
8923,تمام عالم,1
8924,حلقہ تمام,1
8925,دام حلقہ,1
8926,خیال دام,1
8927,آئینہ ھے,1
8928,کیوں آئینہ,1
8929,دوں نہ,1
8960,غریبی درد,1
8961,سے غریبی,1
8962,ڈالیے سے,1
8991,مان نہ,1
8993,واعظ جو,1
8994,برا واعظ,1
8995,کہے برا,1
8996,ایسا کہے,1
8998,کوئی بھی,1
8999,ھے کوئی,1
9001,سب کہ,1
9002,اچھا سب,1
9003,کہیں اچھا,1
9004,ہم جسے,1
9005,رشک ہم,1
9006,کو رشک,1
9008,گوارہ بھی,1
9009,نہیں گوارہ,1
9010,مرتے کرتے,1
9011,ھیں مرتے,1
9012,ولے ھیں,1
9013,ان ولے,1
9014,نہیں تمنا,1
9015,درپردہ کرتے,1
9016,انھیں درپردہ,1
9017,غیر انھیں,1
9018,ھے سے,1
9019,ربط ھے,1
9020,نہانی ربط,1
8992,جو مان,1
8990,برا غالب,1
8963,وہ ڈالیے,1
8989,غالب جسے,1
8964,ایک وہ,1
8965,مشتِ ایک,1
8966,خاک مشتِ,1
8967,کہیں صحرا,1
8968,ھے جسے,1
8969,چشم ھے,1
8970,میں تر,1
8971,حسرت میں,1
8972,دیدار حسرت,1
8973,سے دیدار,1
8974,شوقِ نہاں,1
8975,عناں شوقِ,1
8976,گیختہ عناں,1
8977,دریا گیختہ,1
8978,کہیں دریا,1
8979,درکار جسے,1
8980,ھے درکار,1
8981,شگفتن ھے,1
8982,گلہاے شگفتن,1
8983,عیش گلہاے,1
8984,کو عیش,1
8985,صبح کو,1
8986,پنبہ بہار,1
8987,مینا پنبہ,1
8988,کہیں مینا,1
8903,پہ وحشت,1
8902,وحشت ھے,1
8901,ھے غزال,1
8807,ملاقات بہرِ,1
8809,مے چاہیے,1
8810,غرض سے,1
8811,نشاط غرض,1
8812,ہے نشاط,1
8813,رو کس,1
8814,سیاہ رو,1
8815,کو سیاہ,1
8816,اک کو,1
8817,گونہ اک,1
8818,بیخودی گونہ,1
8819,مجھے بیخودی,1
8820,دن مجھے,1
8821,رات دن,1
8822,چاہیے رات,1
8823,رنگِ ہے,1
8824,لالہ رنگِ,1
8825,و گلِ,1
8826,نسریں و,1
8827,جدا نسریں,1
8829,ہر جدا,1
8831,اثبات کا,1
8832,چاہیے اثبات,1
8833,گر چاہیے,1
8834,خامشی گر,1
8835,سے خامشی,1
8808,چاہیے ملاقات,1
8806,بہرِ تو,1
8837,اخفائے فائدہ,1
8805,کچھ تقریب,1
8779,پر شخص,1
8780,آخر پر,1
8781,ستم آخر,1
8782,کی ستم,1
8783,کچھ کی,1
8784,مکافات تو,1
8785,چاہیے مکافات,1
8786,دے چاہیے,1
8787,داد دے,1
8788,اے داد,1
8789,دلِ فلک,1
8791,پرست حسرت,1
8792,کو پرست,1
8793,ہاں کو,1
8794,کچھ ہاں,1
8795,تلافیِ کچھ,1
8796,مافات تلافیِ,1
8797,چاہیے مافات,1
8798,سیکھے چاہیے,1
8799,ہیں سیکھے,1
8800,مہ ہیں,1
8801,رخوں مہ,1
8802,کے رخوں,1
8803,مصوّری ہم,1
8804,تقریب مصوّری,1
8836,فائدہ سے,1
8838,حال اخفائے,1
8900,غزال ناف,1
8870,خواہ عذر,1
8872,بے لب,1
8873,سوال بے,1
8874,ھے سوال,1
8876,خدا ھے,1
8877,نخواستہ خدا,1
8878,وہ نخواستہ,1
8879,اور وہ,1
8880,دشمنی اور,1
8881,اے دشمنی,1
8882,شوق اے,1
8883,منفعل شوق,1
8884,یہ منفعل,1
8885,تجھے یہ,1
8887,خیال کیا,1
8889,مشکیں ھے,1
8890,لباس مشکیں,1
8891,کعبہ لباس,1
8892,علی کعبہ,1
8893,سے قدم,1
8894,ناف جان,1
8895,زمین ناف,1
8896,ھے زمین,1
8897,نہ ھے,1
8898,کہ نہ,1
8899,ناف کہ,1
8871,لب خواہ,1
8869,عذر کہ,1
8839,ھے حال,1
8868,کہ رحمت,1
8840,خوش ھے,1
8841,ھوں خوش,1
8842,کہ ھوں,1
8844,بات میری,1
8845,سمجھنی بات,1
8846,محال سمجھنی,1
8847,ھے محال,1
8849,سناؤں کو,1
8850,حسرت سناؤں,1
8851,اظہار حسرت,1
8852,کا اظہار,1
8854,دل گلہ,1
8855,فرد دل,1
8856,جمع فرد,1
8857,وخرج جمع,1
8858,زبا وخرج,1
8859,نہائے زبا,1
8860,لال نہائے,1
8861,ھے لال,1
8862,پردے کس,1
8863,ھے میں,1
8864,آئنہ ھے,1
8865,پرواز آئنہ,1
8866,اے پرواز,1
8867,رحمت خدا,1
9021,ظاہر نہانی,1
9023,پردہ یہ,1
9271,تم آئے,1
9191,لرزنے ترے,1
9177,طرزِ بہ,1
9178,اہلِ طرزِ,1
9179,فنا اہلِ,1
9181,فسانہ ہے,1
9182,خوانیِ فسانہ,1
9183,شمع خوانیِ,1
9185,اُس غم,1
9186,حسرتِ کو,1
9187,پروانہ حسرتِ,1
9188,کا پروانہ,1
9189,شعلہ اے,1
9190,ترے شعلہ,1
9192,سے لرزنے,1
9024,ھے پردہ,1
9193,ظاہر سے,1
9195,ناتوانیِ ہے,1
9196,شمع ناتوانیِ,1
9197,ترے شمع,1
9200,رُوح سے,1
9201,اہتــزاز رُوح,1
9202,کرتی اہتــزاز,1
9203,جلوہ بہ,1
9204,ریـزئ جلوہ,1
9205,باد ریـزئ,1
9206,و باد,1
9207,بہ و,1
9176,بہ تمام,1
9175,تمام قصہ,1
9174,قصہ شعلہ,1
9173,شعلہ ایمائے,1
9147,سوزِ ہے,1
9148,جاودانیِ سوزِ,1
9149,شمع جاودانیِ,1
9150,ہوئی شمع,1
9151,آتشِ ہے,1
9152,گُل آتشِ,1
9153,آبِ گُل,1
9154,زندگانیِ آبِ,1
9155,شمع زندگانیِ,1
9156,زبانِ شمع,1
9157,اہلِ زبانِ,1
9158,زباں اہلِ,1
9159,میں زباں,1
9160,مرگِ ہے,1
9161,خاموشی مرگِ,1
9162,یہ خاموشی,1
9164,بزم بات,1
9165,روشن میں,1
9166,ہوئی روشن,1
9167,زبانیِ ہوئی,1
9168,شمع زبانیِ,1
9169,کرے شمع,1
9170,صِرف ہے,1
9171,بہ صِرف,1
9172,ایمائے بہ,1
9208,پرفشانیِ بہ,1
9209,شمع پرفشانیِ,1
9210,نشاطِ شمع,1
9242,خالی دامِ,1
9244,مُرغِ قفَسِ,1
9245,گِرفتار مُرغِ,1
9246,کے گِرفتار,1
9248,جگرِ پاس,1
9249,تشنۂ جگرِ,1
9250,آزار تشنۂ,1
9251,تسلی آزار,1
9252,جُوئے ہوا,1
9253,خُوں جُوئے,1
9254,ہم خُوں,1
9255,بہائی نے,1
9256,بُنِ بہائی,1
9257,ہر بُنِ,1
9258,خار ہر,1
9259,کے خار,1
9260,مُند پاس,1
9261,گئیں مُند,1
9262,کھولتے گئیں,1
9263,ہی کھولتے,1
9264,کھولتے ہی,1
9265,آنکھیں کھولتے,1
9266,ہَے آنکھیں,1
9268,خُوب ہَے,1
9269,وقت خُوب,1
9270,آئے وقت,1
9243,قفَسِ خالی,1
9241,دامِ ہے,1
9211,داغِ نشاطِ,1
9239,نظر کہ,1
9212,غمِ داغِ,1
9214,نہ بہار,1
9215,پُوچھ نہ,1
9216,شگفتگی پُوچھ,1
9217,ہے شگفتگی,1
9218,شہیدِ ہے,1
9219,گُلِ شہیدِ,1
9220,خزانیِ گُلِ,1
9221,شمع خزانیِ,1
9222,جلے شمع,1
9223,ہے جلے,1
9224,دیکھ ہے,1
9225,بالینِ کے,1
9226,یار بالینِ,1
9227,پر یار,1
9228,مجھ پر,1
9230,مرے پہ,1
9231,داغِ مرے,1
9232,بدگمانیِ داغِ,1
9233,شمع بدگمانیِ,1
9234,مُژدہ شمع,1
9235,اے مُژدہ,1
9236,ذَوقِ اے,1
9237,اسیری ذَوقِ,1
9238,کہ اسیری,1
9146,سے نگار,1
9145,نگار رُخِ,1
9144,رُخِ نہیں,1
9056,کوئی نوردی,1
9058,نہیں تدبیر,1
9059,ایک نہیں,1
9060,چکّر ایک,1
9061,ہے چکّر,1
9062,مرے ہے,1
9063,پاؤں مرے,1
9064,میں پاؤں,1
9065,زنجیر میں,1
9066,نہیں زنجیر,1
9067,شوق نہیں,1
9068,اس شوق,1
9069,دشت اس,1
9070,دوڑائے میں,1
9071,ہے دوڑائے,1
9072,کوکہ مجھ,1
9073,جہاں کوکہ,1
9074,جادہ جہاں,1
9075,غیر جادہ,1
9076,نگہِ از,1
9077,دیدۂِ نگہِ,1
9078,تصویر دیدۂِ,1
9079,نہیں تصویر,1
9080,حسرتِ نہیں,1
9081,لذّتِ حسرتِ,1
9082,آزار لذّتِ,1
9057,تدبیر کوئی,1
9055,دشت مانع,1
9084,جاتی رہی,1
9054,مانع میں,1
9025,پرواہ کہ,1
9026,نہیںکرتے پرواہ,1
9027,یہ نہیںکرتے,1
9028,باعث یہ,1
9029,تومیدی باعث,1
9030,ارباب تومیدی,1
9031,ہوس ارباب,1
9032,ھے ہوس,1
9034,کو غالب,1
9035,کہتے برا,1
9036,ھو کہتے,1
9037,اچھا ھو,1
9038,دل کرتے,1
9039,نازک دل,1
9041,اس پہ,1
9042,رحم کے,1
9043,ھے آتا,1
9044,مجھے ھے,1
9045,غالب مجھے,1
9047,سرگرم کر,1
9048,اس سرگرم,1
9049,کافر اس,1
9051,الفت کو,1
9052,آزمانے الفت,1
